customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
2444,Synthetic Customer 02444,customer02444@example.invalid,Canada,2023-04-18,Premium,18586.20
2445,Synthetic Customer 02445,customer02445@example.invalid,Australia,2022-11-04,Premium,7717.10
2446,Synthetic Customer 02446,customer02446@example.invalid,Singapore,2024-02-05,Standard,8332.67
2447,Synthetic Customer 02447,customer02447@example.invalid,Canada,2022-04-15,Premium,19122.30
2448,Synthetic Customer 02448,customer02448@example.invalid,USA,2020-12-17,Basic,18976.14
2449,Synthetic Customer 02449,customer02449@example.invalid,Canada,2024-01-03,Basic,8707.69
2450,Synthetic Customer 02450,customer02450@example.invalid,Germany,2020-10-03,Basic,3761.77
2451,Synthetic Customer 02451,customer02451@example.invalid,Singapore,2022-05-07,Basic,10797.07
2452,Synthetic Customer 02452,customer02452@example.invalid,UK,2025-10-11,Premium,1271.27
2453,Synthetic Customer 02453,customer02453@example.invalid,UK,2020-12-19,Standard,14703.25
2454,Synthetic Customer 02454,customer02454@example.invalid,UK,2020-06-11,Premium,6041.17
2455,Synthetic Customer 02455,customer02455@example.invalid,USA,2021-04-03,Basic,4147.84
2456,Synthetic Customer 02456,customer02456@example.invalid,UK,2025-09-06,Basic,1011.85
2457,Synthetic Customer 02457,customer02457@example.invalid,USA,2023-02-22,Basic,7154.42
2458,Synthetic Customer 02458,customer02458@example.invalid,Germany,2025-12-14,Standard,4936.68
2459,Synthetic Customer 02459,customer02459@example.invalid,India,2022-10-23,Standard,7409.47
2460,Synthetic Customer 02460,customer02460@example.invalid,Australia,2023-03-13,Premium,5189.42
2461,Synthetic Customer 02461,customer02461@example.invalid,India,2021-09-02,Premium,16084.99
2462,Synthetic Customer 02462,customer02462@example.invalid,India,2020-08-27,Standard,17521.35
2463,Synthetic Customer 02463,customer02463@example.invalid,Singapore,2024-09-12,Premium,14827.90
2464,Synthetic Customer 02464,customer02464@example.invalid,Singapore,2024-04-04,Standard,15429.99
2465,Synthetic Customer 02465,customer02465@example.invalid,USA,2023-01-29,Standard,816.92
2466,Synthetic Customer 02466,customer02466@example.invalid,Singapore,2022-04-13,Premium,2293.65
2467,Synthetic Customer 02467,customer02467@example.invalid,UK,2022-05-28,Premium,18526.23
2468,Synthetic Customer 02468,customer02468@example.invalid,USA,2022-01-18,Standard,18251.89
2469,Synthetic Customer 02469,customer02469@example.invalid,Australia,2021-03-10,Standard,284.24
2470,Synthetic Customer 02470,customer02470@example.invalid,Singapore,2024-07-02,Standard,13445.56
2471,Synthetic Customer 02471,customer02471@example.invalid,India,2023-09-14,Basic,524.69
2472,Synthetic Customer 02472,customer02472@example.invalid,Canada,2025-08-14,Standard,5953.36
2473,Synthetic Customer 02473,customer02473@example.invalid,Australia,2023-11-30,Basic,10869.66
2474,Synthetic Customer 02474,customer02474@example.invalid,Canada,2024-04-16,Standard,4692.45
2475,Synthetic Customer 02475,customer02475@example.invalid,India,2024-07-16,Basic,11504.53
2476,Synthetic Customer 02476,customer02476@example.invalid,UK,2020-11-11,Premium,14739.23
2477,Synthetic Customer 02477,customer02477@example.invalid,Singapore,2020-12-06,Basic,17943.32
2478,Synthetic Customer 02478,customer02478@example.invalid,Canada,2021-12-25,Basic,16989.43
2479,Synthetic Customer 02479,customer02479@example.invalid,Singapore,2023-11-11,Basic,16152.51
2480,Synthetic Customer 02480,customer02480@example.invalid,Singapore,2023-03-02,Premium,8748.06
2481,Synthetic Customer 02481,customer02481@example.invalid,India,2025-01-14,Premium,501.57
2482,Synthetic Customer 02482,customer02482@example.invalid,Australia,2025-06-05,Standard,10262.57
2483,Synthetic Customer 02483,customer02483@example.invalid,UK,2025-03-30,Basic,6202.83
2484,Synthetic Customer 02484,customer02484@example.invalid,Singapore,2020-04-07,Premium,6736.11
2485,Synthetic Customer 02485,customer02485@example.invalid,Singapore,2022-06-26,Standard,17282.48
2486,Synthetic Customer 02486,customer02486@example.invalid,UK,2020-04-22,Basic,17096.77
2487,Synthetic Customer 02487,customer02487@example.invalid,USA,2022-12-04,Premium,7426.31
2488,Synthetic Customer 02488,customer02488@example.invalid,Germany,2025-06-30,Basic,19333.33
2489,Synthetic Customer 02489,customer02489@example.invalid,Singapore,2021-09-18,Standard,17541.07
2490,Synthetic Customer 02490,customer02490@example.invalid,Germany,2024-11-02,Basic,11553.12
2491,Synthetic Customer 02491,customer02491@example.invalid,Australia,2020-05-27,Premium,19724.97
2492,Synthetic Customer 02492,customer02492@example.invalid,Singapore,2023-11-14,Basic,17629.05
2493,Synthetic Customer 02493,customer02493@example.invalid,UK,2024-06-09,Standard,3575.85
2494,Synthetic Customer 02494,customer02494@example.invalid,USA,2020-10-31,Premium,2641.05
2495,Synthetic Customer 02495,customer02495@example.invalid,Australia,2020-10-14,Basic,5831.66
2496,Synthetic Customer 02496,customer02496@example.invalid,Singapore,2021-11-06,Basic,14509.60
2497,Synthetic Customer 02497,customer02497@example.invalid,Australia,2020-03-11,Basic,12917.65
2498,Synthetic Customer 02498,customer02498@example.invalid,Australia,2020-07-17,Standard,14774.96
2499,Synthetic Customer 02499,customer02499@example.invalid,Canada,2023-09-30,Premium,13708.94
2500,Synthetic Customer 02500,customer02500@example.invalid,Canada,2021-07-18,Basic,2133.82
2501,Synthetic Customer 02501,customer02501@example.invalid,Germany,2022-08-15,Basic,4872.43
2502,Synthetic Customer 02502,customer02502@example.invalid,UK,2025-07-23,Basic,13950.12
2503,Synthetic Customer 02503,customer02503@example.invalid,Germany,2021-08-04,Basic,1390.97
2504,Synthetic Customer 02504,customer02504@example.invalid,Australia,2021-07-10,Standard,8455.04
2505,Synthetic Customer 02505,customer02505@example.invalid,Australia,2022-10-07,Standard,14333.64
2506,Synthetic Customer 02506,customer02506@example.invalid,Canada,2021-07-25,Basic,9991.77
2507,Synthetic Customer 02507,customer02507@example.invalid,UK,2021-08-20,Basic,13214.33
2508,Synthetic Customer 02508,customer02508@example.invalid,Singapore,2025-09-07,Basic,18776.52
2509,Synthetic Customer 02509,customer02509@example.invalid,Australia,2020-04-05,Premium,305.08
2510,Synthetic Customer 02510,customer02510@example.invalid,Australia,2020-09-16,Basic,13813.51
2511,Synthetic Customer 02511,customer02511@example.invalid,Australia,2024-07-11,Premium,3306.04
2512,Synthetic Customer 02512,customer02512@example.invalid,Canada,2021-02-09,Basic,4241.49
2513,Synthetic Customer 02513,customer02513@example.invalid,Australia,2023-07-26,Standard,5281.23
2514,Synthetic Customer 02514,customer02514@example.invalid,Canada,2021-12-21,Standard,19840.71
2515,Synthetic Customer 02515,customer02515@example.invalid,Singapore,2020-08-04,Standard,2415.76
2516,Synthetic Customer 02516,customer02516@example.invalid,Germany,2021-05-25,Standard,11133.88
2517,Synthetic Customer 02517,customer02517@example.invalid,Australia,2024-11-07,Premium,1456.74
2518,Synthetic Customer 02518,customer02518@example.invalid,Singapore,2024-05-05,Premium,15777.18
2519,Synthetic Customer 02519,customer02519@example.invalid,Australia,2022-12-22,Basic,16168.85
2520,Synthetic Customer 02520,customer02520@example.invalid,Canada,2023-09-22,Standard,13831.36
2521,Synthetic Customer 02521,customer02521@example.invalid,USA,2022-11-28,Standard,11522.92
2522,Synthetic Customer 02522,customer02522@example.invalid,Germany,2020-11-22,Basic,4860.66
2523,Synthetic Customer 02523,customer02523@example.invalid,Australia,2023-09-30,Standard,11740.02
2524,Synthetic Customer 02524,customer02524@example.invalid,UK,2025-04-16,Basic,1881.76
2525,Synthetic Customer 02525,customer02525@example.invalid,Singapore,2023-01-25,Premium,18922.95
2526,Synthetic Customer 02526,customer02526@example.invalid,Singapore,2022-01-20,Premium,14283.06
2527,Synthetic Customer 02527,customer02527@example.invalid,Australia,2020-08-05,Premium,19333.28
2528,Synthetic Customer 02528,customer02528@example.invalid,USA,2021-12-23,Premium,2481.81
2529,Synthetic Customer 02529,customer02529@example.invalid,USA,2024-08-23,Basic,2165.23
2530,Synthetic Customer 02530,customer02530@example.invalid,India,2020-04-16,Premium,1886.39
2531,Synthetic Customer 02531,customer02531@example.invalid,Canada,2025-11-08,Premium,7430.93
2532,Synthetic Customer 02532,customer02532@example.invalid,USA,2023-07-04,Premium,15232.18
2533,Synthetic Customer 02533,customer02533@example.invalid,India,2023-04-30,Premium,7949.67
2534,Synthetic Customer 02534,customer02534@example.invalid,Singapore,2020-05-03,Basic,1687.32
2535,Synthetic Customer 02535,customer02535@example.invalid,Canada,2023-09-26,Premium,3398.72
2536,Synthetic Customer 02536,customer02536@example.invalid,Germany,2021-10-19,Standard,14923.32
2537,Synthetic Customer 02537,customer02537@example.invalid,UK,2021-08-17,Premium,18694.87
2538,Synthetic Customer 02538,customer02538@example.invalid,Germany,2024-07-21,Premium,17820.56
2539,Synthetic Customer 02539,customer02539@example.invalid,India,2020-03-12,Standard,1853.66
2540,Synthetic Customer 02540,customer02540@example.invalid,Germany,2023-01-26,Premium,6126.84
2541,Synthetic Customer 02541,customer02541@example.invalid,UK,2021-05-24,Premium,11431.27
2542,Synthetic Customer 02542,customer02542@example.invalid,Australia,2024-07-09,Premium,9938.81
2543,Synthetic Customer 02543,customer02543@example.invalid,UK,2025-07-20,Standard,11281.71
2544,Synthetic Customer 02544,customer02544@example.invalid,Canada,2024-07-26,Basic,1342.57
2545,Synthetic Customer 02545,customer02545@example.invalid,Germany,2022-08-22,Premium,1323.93
2546,Synthetic Customer 02546,customer02546@example.invalid,Australia,2022-05-01,Premium,3002.14
2547,Synthetic Customer 02547,customer02547@example.invalid,Canada,2024-10-23,Basic,19591.17
2548,Synthetic Customer 02548,customer02548@example.invalid,Australia,2022-01-18,Premium,12588.46
2549,Synthetic Customer 02549,customer02549@example.invalid,Australia,2024-05-01,Standard,12734.36
2550,Synthetic Customer 02550,customer02550@example.invalid,Canada,2023-08-04,Premium,4953.31
2551,Synthetic Customer 02551,customer02551@example.invalid,India,2025-12-08,Basic,7960.46
2552,Synthetic Customer 02552,customer02552@example.invalid,India,2024-09-06,Standard,4488.69
2553,Synthetic Customer 02553,customer02553@example.invalid,India,2021-03-17,Basic,12619.79
2554,Synthetic Customer 02554,customer02554@example.invalid,India,2024-06-30,Standard,4867.73
2555,Synthetic Customer 02555,customer02555@example.invalid,Canada,2020-08-12,Standard,8331.55
2556,Synthetic Customer 02556,customer02556@example.invalid,Australia,2024-10-23,Standard,11166.92
2557,Synthetic Customer 02557,customer02557@example.invalid,Singapore,2023-11-06,Premium,10589.05
2558,Synthetic Customer 02558,customer02558@example.invalid,India,2021-03-13,Basic,17265.11
2559,Synthetic Customer 02559,customer02559@example.invalid,Australia,2024-01-18,Basic,6757.71
2560,Synthetic Customer 02560,customer02560@example.invalid,Australia,2023-05-06,Basic,19618.93
2561,Synthetic Customer 02561,customer02561@example.invalid,Singapore,2021-04-11,Standard,16425.55
2562,Synthetic Customer 02562,customer02562@example.invalid,Singapore,2024-12-14,Premium,6765.22
2563,Synthetic Customer 02563,customer02563@example.invalid,Singapore,2021-11-23,Premium,4304.27
2564,Synthetic Customer 02564,customer02564@example.invalid,UK,2023-10-07,Basic,11235.94
2565,Synthetic Customer 02565,customer02565@example.invalid,Singapore,2024-05-10,Standard,5687.83
2566,Synthetic Customer 02566,customer02566@example.invalid,Germany,2023-07-26,Basic,3785.76
2567,Synthetic Customer 02567,customer02567@example.invalid,USA,2024-04-23,Premium,4347.93
2568,Synthetic Customer 02568,customer02568@example.invalid,Australia,2021-01-06,Premium,-100.00
2569,Synthetic Customer 02569,customer02569@example.invalid,India,2024-11-28,Basic,14690.67
2570,Synthetic Customer 02570,customer02570@example.invalid,UK,2021-08-15,Standard,8373.77
2571,Synthetic Customer 02571,customer02571@example.invalid,Germany,2022-01-07,Premium,1106.52
2572,Synthetic Customer 02572,customer02572@example.invalid,Germany,2023-01-09,Standard,16153.31
2573,Synthetic Customer 02573,customer02573@example.invalid,Germany,2022-07-15,Basic,16543.05
2574,Synthetic Customer 02574,customer02574@example.invalid,Canada,2021-01-01,Basic,8083.85
2575,Synthetic Customer 02575,customer02575@example.invalid,UK,2022-02-22,Premium,17123.28
2576,Synthetic Customer 02576,customer02576@example.invalid,USA,2025-05-29,Basic,18274.07
2577,Synthetic Customer 02577,customer02577@example.invalid,USA,2022-06-19,Standard,11256.64
2578,Synthetic Customer 02578,customer02578@example.invalid,Canada,2021-05-11,Standard,4979.37
2579,Synthetic Customer 02579,customer02579@example.invalid,India,2021-10-20,Premium,3920.46
2580,Synthetic Customer 02580,customer02580@example.invalid,Singapore,2025-08-16,Basic,4846.56
2581,Synthetic Customer 02581,customer02581@example.invalid,Australia,2024-07-06,Standard,4216.22
2582,Synthetic Customer 02582,customer02582@example.invalid,Australia,2020-11-06,Basic,17706.51
2583,Synthetic Customer 02583,customer02583@example.invalid,Canada,2020-10-29,Basic,18330.00
2584,Synthetic Customer 02584,customer02584@example.invalid,Singapore,2022-06-18,Premium,19144.54
2585,Synthetic Customer 02585,customer02585@example.invalid,Germany,2024-06-04,Standard,15526.88
2586,Synthetic Customer 02586,customer02586@example.invalid,USA,2024-07-27,Basic,18370.70
2587,Synthetic Customer 02587,customer02587@example.invalid,India,2020-12-05,Standard,13480.41
2588,Synthetic Customer 02588,customer02588@example.invalid,UK,2020-05-18,Standard,19510.09
2589,Synthetic Customer 02589,customer02589@example.invalid,Germany,2022-01-21,Premium,3343.01
2590,Synthetic Customer 02590,customer02590@example.invalid,Australia,2024-04-09,Standard,6384.91
2591,Synthetic Customer 02591,customer02591@example.invalid,USA,2023-05-29,Basic,2638.29
2592,Synthetic Customer 02592,customer02592@example.invalid,USA,2022-12-20,Standard,8798.67
2593,Synthetic Customer 02593,customer02593@example.invalid,Germany,2023-02-06,Basic,3670.67
2594,Synthetic Customer 02594,customer02594@example.invalid,Australia,2025-01-26,Standard,3991.67
2595,Synthetic Customer 02595,customer02595@example.invalid,USA,2023-04-08,Standard,4640.92
2596,Synthetic Customer 02596,customer02596@example.invalid,Canada,2021-05-14,Standard,9739.05
2597,Synthetic Customer 02597,customer02597@example.invalid,Australia,2020-03-04,Basic,2392.24
2598,Synthetic Customer 02598,customer02598@example.invalid,UK,2024-09-28,Basic,10475.56
2599,Synthetic Customer 02599,customer02599@example.invalid,Germany,2023-04-17,Standard,11042.03
2600,Synthetic Customer 02600,customer02600@example.invalid,Germany,2021-09-17,Premium,7495.73
2601,Synthetic Customer 02601,customer02601@example.invalid,UK,2024-04-26,Basic,7395.56
2602,Synthetic Customer 02602,customer02602@example.invalid,Germany,2024-01-01,Standard,9331.81
2603,Synthetic Customer 02603,customer02603@example.invalid,UK,2023-04-04,Premium,5621.47
2604,Synthetic Customer 02604,customer02604@example.invalid,India,2021-02-27,Standard,9671.17
2605,Synthetic Customer 02605,customer02605@example.invalid,Canada,2020-06-01,Premium,12638.84
2606,Synthetic Customer 02606,customer02606@example.invalid,Canada,2025-01-21,Premium,5434.91
2607,Synthetic Customer 02607,customer02607@example.invalid,Germany,2022-04-17,Standard,16214.38
2608,Synthetic Customer 02608,customer02608@example.invalid,USA,2023-07-17,Standard,3774.30
2609,Synthetic Customer 02609,customer02609@example.invalid,Singapore,2023-12-24,Standard,2376.23
2610,Synthetic Customer 02610,customer02610@example.invalid,Singapore,2025-06-29,Basic,9528.33
2611,Synthetic Customer 02611,customer02611@example.invalid,Germany,2023-04-22,Standard,18342.33
2612,Synthetic Customer 02612,customer02612@example.invalid,Singapore,2024-10-26,Standard,3329.12
2613,Synthetic Customer 02613,customer02613@example.invalid,India,2022-08-16,Standard,18800.45
2614,Synthetic Customer 02614,customer02614@example.invalid,Canada,2020-07-23,Basic,13513.80
2615,Synthetic Customer 02615,customer02615@example.invalid,Australia,2025-12-23,Standard,19593.59
2616,Synthetic Customer 02616,customer02616@example.invalid,Australia,2024-02-08,Standard,15103.75
2617,Synthetic Customer 02617,customer02617@example.invalid,Canada,2024-08-18,Standard,7318.74
2618,Synthetic Customer 02618,customer02618@example.invalid,Canada,2020-10-14,Premium,8173.86
2619,Synthetic Customer 02619,customer02619@example.invalid,Australia,2021-10-26,Premium,10476.58
2620,Synthetic Customer 02620,customer02620@example.invalid,USA,2020-10-22,Standard,17705.03
2621,Synthetic Customer 02621,customer02621@example.invalid,Singapore,2024-10-16,Basic,18505.54
2622,Synthetic Customer 02622,customer02622@example.invalid,India,2024-06-02,Basic,1823.46
2623,Synthetic Customer 02623,customer02623@example.invalid,USA,2022-06-09,Basic,3767.20
2624,Synthetic Customer 02624,customer02624@example.invalid,India,2020-05-27,Standard,7528.34
2625,Synthetic Customer 02625,customer02625@example.invalid,Canada,2024-10-19,Premium,2369.03
2626,Synthetic Customer 02626,customer02626@example.invalid,Singapore,2025-03-26,Standard,12283.70
2627,Synthetic Customer 02627,customer02627@example.invalid,Germany,2025-02-26,Basic,2679.18
2628,Synthetic Customer 02628,customer02628@example.invalid,India,2020-03-09,Premium,12112.03
2629,Synthetic Customer 02629,customer02629@example.invalid,Germany,2023-09-11,Standard,5548.39
2630,Synthetic Customer 02630,customer02630@example.invalid,Canada,2025-03-02,Premium,8062.78
2631,Synthetic Customer 02631,customer02631@example.invalid,Germany,2023-03-31,Standard,858.96
2632,Synthetic Customer 02632,customer02632@example.invalid,Canada,2023-12-31,Standard,12986.34
2633,Synthetic Customer 02633,customer02633@example.invalid,Singapore,2023-09-06,Premium,4472.94
2634,Synthetic Customer 02634,customer02634@example.invalid,USA,2023-03-19,Premium,16952.48
2635,Synthetic Customer 02635,customer02635@example.invalid,India,2020-02-15,Basic,986.02
2636,Synthetic Customer 02636,customer02636@example.invalid,Australia,2023-08-18,Standard,9039.04
2637,Synthetic Customer 02637,customer02637@example.invalid,Singapore,2023-05-26,Premium,485.11
2638,Synthetic Customer 02638,customer02638@example.invalid,India,2024-05-28,Standard,9895.80
2639,Synthetic Customer 02639,customer02639@example.invalid,India,2025-07-27,Basic,5135.45
2640,Synthetic Customer 02640,customer02640@example.invalid,Singapore,2022-10-09,Standard,15570.33
2641,Synthetic Customer 02641,customer02641@example.invalid,Canada,2020-05-06,Standard,1736.83
2642,Synthetic Customer 02642,customer02642@example.invalid,India,2022-10-08,Premium,6835.42
2643,Synthetic Customer 02643,customer02643@example.invalid,Canada,2025-04-06,Premium,5350.72
2644,Synthetic Customer 02644,customer02644@example.invalid,Singapore,2021-03-15,Premium,16571.45
2645,Synthetic Customer 02645,customer02645@example.invalid,USA,2020-01-07,Premium,18331.98
2646,Synthetic Customer 02646,customer02646@example.invalid,Singapore,2024-10-01,Premium,12048.87
2647,Synthetic Customer 02647,customer02647@example.invalid,Singapore,2021-09-28,Basic,8634.07
2648,Synthetic Customer 02648,customer02648@example.invalid,Australia,2023-02-16,Premium,5466.00
2649,Synthetic Customer 02649,customer02649@example.invalid,Australia,2022-05-17,Premium,1845.66
2650,Synthetic Customer 02650,customer02650@example.invalid,India,2022-05-11,Premium,7779.91
2651,Synthetic Customer 02651,customer02651@example.invalid,Germany,2024-07-31,Premium,13768.64
2652,Synthetic Customer 02652,customer02652@example.invalid,Canada,2020-07-25,Standard,14367.01
2653,Synthetic Customer 02653,customer02653@example.invalid,India,2023-01-16,Basic,12251.35
2654,Synthetic Customer 02654,customer02654@example.invalid,Australia,2023-10-05,Standard,9441.38
2655,Synthetic Customer 02655,customer02655@example.invalid,USA,2023-09-16,Standard,237.24
2656,Synthetic Customer 02656,customer02656@example.invalid,Singapore,2020-05-22,Premium,127.05
2657,Synthetic Customer 02657,customer02657@example.invalid,Canada,2021-03-04,Standard,14707.59
2658,Synthetic Customer 02658,customer02658@example.invalid,Singapore,2023-11-29,Standard,5825.10
2659,Synthetic Customer 02659,customer02659@example.invalid,India,2020-05-26,Basic,1925.58
2660,Synthetic Customer 02660,customer02660@example.invalid,India,2024-07-14,Premium,10815.64
2661,Synthetic Customer 02661,customer02661@example.invalid,Germany,2021-06-30,Premium,7854.36
2662,Synthetic Customer 02662,customer02662@example.invalid,Singapore,2020-08-04,Basic,4996.23
2663,Synthetic Customer 02663,customer02663@example.invalid,India,2022-10-11,Standard,11129.21
2664,Synthetic Customer 02664,customer02664@example.invalid,USA,2024-07-15,Premium,11817.40
2665,Synthetic Customer 02665,customer02665@example.invalid,Germany,2023-08-09,Basic,645.39
2666,Synthetic Customer 02666,customer02666@example.invalid,Canada,2024-11-24,Basic,11600.75
2667,Synthetic Customer 02667,customer02667@example.invalid,UK,2023-02-16,Standard,19410.52
2668,Synthetic Customer 02668,customer02668@example.invalid,Australia,2023-02-22,Standard,19865.47
2669,Synthetic Customer 02669,customer02669@example.invalid,India,2024-10-15,Premium,17101.38
2670,Synthetic Customer 02670,customer02670@example.invalid,UK,2020-05-12,Basic,4337.33
2671,Synthetic Customer 02671,customer02671@example.invalid,UK,2020-03-06,Standard,16947.97
2672,Synthetic Customer 02672,customer02672@example.invalid,UK,2022-02-03,Premium,14228.72
2673,Synthetic Customer 02673,customer02673@example.invalid,Germany,2024-07-18,Premium,5439.40
2674,Synthetic Customer 02674,customer02674@example.invalid,India,2023-01-30,Basic,9484.27
2675,Synthetic Customer 02675,customer02675@example.invalid,India,2020-03-08,Premium,3783.06
2676,Synthetic Customer 02676,customer02676@example.invalid,India,2022-07-31,Premium,13163.68
2677,Synthetic Customer 02677,customer02677@example.invalid,UK,2020-04-12,Standard,16895.19
2678,Synthetic Customer 02678,customer02678@example.invalid,Singapore,2020-08-12,Basic,3265.20
2679,Synthetic Customer 02679,customer02679@example.invalid,Singapore,2020-09-24,Premium,15837.92
2680,Synthetic Customer 02680,customer02680@example.invalid,Canada,2021-01-30,Premium,10938.98
2681,Synthetic Customer 02681,customer02681@example.invalid,Canada,2025-11-26,Basic,11675.46
2682,Synthetic Customer 02682,customer02682@example.invalid,Germany,2020-01-09,Premium,18151.76
2683,Synthetic Customer 02683,customer02683@example.invalid,UK,2021-02-03,Basic,16476.13
2684,Synthetic Customer 02684,customer02684@example.invalid,Singapore,2025-10-10,Basic,6691.79
2685,Synthetic Customer 02685,customer02685@example.invalid,USA,2023-01-07,Standard,16087.29
2686,Synthetic Customer 02686,customer02686@example.invalid,USA,2021-01-23,Premium,6874.11
2687,Synthetic Customer 02687,customer02687@example.invalid,Australia,2025-07-27,Basic,7773.50
2688,Synthetic Customer 02688,customer02688@example.invalid,USA,2021-12-15,Standard,10775.68
2689,Synthetic Customer 02689,customer02689@example.invalid,Australia,2023-04-17,Premium,2339.41
2690,Synthetic Customer 02690,customer02690@example.invalid,India,2022-01-29,Premium,895.17
2691,Synthetic Customer 02691,customer02691@example.invalid,UK,2022-07-10,Standard,8844.41
2692,Synthetic Customer 02692,customer02692@example.invalid,USA,2025-04-26,Premium,10521.87
2693,Synthetic Customer 02693,customer02693@example.invalid,Singapore,2020-10-29,Basic,7290.15
2694,Synthetic Customer 02694,,India,2025-10-02,Basic,868.79
2695,Synthetic Customer 02695,customer02695@example.invalid,UK,2022-05-06,Basic,19445.14
2696,Synthetic Customer 02696,customer02696@example.invalid,Canada,2022-12-07,Premium,6467.28
2697,Synthetic Customer 02697,customer02697@example.invalid,Australia,2025-03-08,Premium,7671.73
2698,Synthetic Customer 02698,customer02698@example.invalid,UK,2022-08-17,Standard,16995.55
2699,Synthetic Customer 02699,customer02699@example.invalid,USA,2022-03-07,Premium,3822.68
2700,Synthetic Customer 02700,customer02700@example.invalid,Singapore,2024-10-17,Premium,13615.65
2701,Synthetic Customer 02701,customer02701@example.invalid,USA,2023-09-21,Basic,13048.46
2702,Synthetic Customer 02702,customer02702@example.invalid,Singapore,2024-09-25,Premium,13457.27
2703,Synthetic Customer 02703,customer02703@example.invalid,Australia,2020-03-12,Basic,1666.05
2704,Synthetic Customer 02704,customer02704@example.invalid,India,2023-03-28,Basic,16449.23
2705,Synthetic Customer 02705,customer02705@example.invalid,Canada,2024-08-18,Basic,18170.78
2706,Synthetic Customer 02706,customer02706@example.invalid,India,2020-03-12,Standard,15162.98
2707,Synthetic Customer 02707,customer02707@example.invalid,Singapore,2020-07-28,Basic,17847.50
2708,Synthetic Customer 02708,customer02708@example.invalid,Australia,2020-10-25,Premium,4331.04
2709,Synthetic Customer 02709,customer02709@example.invalid,Germany,2020-11-28,Premium,13706.48
2710,Synthetic Customer 02710,customer02710@example.invalid,USA,2020-09-09,Premium,10325.73
2711,Synthetic Customer 02711,customer02711@example.invalid,Canada,2023-11-20,Basic,15228.81
2712,Synthetic Customer 02712,customer02712@example.invalid,Germany,2022-09-20,Premium,12126.87
2713,Synthetic Customer 02713,customer02713@example.invalid,Singapore,2025-12-29,Premium,10078.05
2714,Synthetic Customer 02714,customer02714@example.invalid,Canada,2024-04-15,Basic,238.25
2715,Synthetic Customer 02715,customer02715@example.invalid,India,2023-08-07,Standard,1036.52
2716,Synthetic Customer 02716,customer02716@example.invalid,Australia,2020-11-06,Standard,9938.18
2717,Synthetic Customer 02717,customer02717@example.invalid,India,2023-02-04,Standard,14651.96
2718,Synthetic Customer 02718,customer02718@example.invalid,Australia,2021-12-22,Basic,2808.57
2719,Synthetic Customer 02719,customer02719@example.invalid,Canada,2021-10-07,Standard,13438.83
2720,Synthetic Customer 02720,customer02720@example.invalid,Canada,2023-12-11,Premium,19992.43
2721,Synthetic Customer 02721,customer02721@example.invalid,Singapore,2025-06-12,Standard,10721.01
2722,Synthetic Customer 02722,customer02722@example.invalid,UK,2021-10-10,Standard,2937.00
2723,Synthetic Customer 02723,customer02723@example.invalid,UK,2021-12-27,Premium,14011.46
2724,Synthetic Customer 02724,customer02724@example.invalid,USA,2024-03-02,Standard,9902.23
2725,Synthetic Customer 02725,customer02725@example.invalid,India,2020-03-19,Standard,7629.78
2726,Synthetic Customer 02726,customer02726@example.invalid,Australia,2022-09-09,Basic,12137.98
2727,Synthetic Customer 02727,customer02727@example.invalid,Canada,2021-12-16,Premium,9496.02
2728,Synthetic Customer 02728,customer02728@example.invalid,Canada,2020-09-12,Basic,13627.51
2729,Synthetic Customer 02729,customer02729@example.invalid,Australia,2022-05-25,Standard,5708.37
2730,Synthetic Customer 02730,customer02730@example.invalid,Canada,2025-01-06,Basic,14534.69
2731,Synthetic Customer 02731,customer02731@example.invalid,UK,2021-12-29,Premium,1190.37
2732,Synthetic Customer 02732,customer02732@example.invalid,Canada,2020-05-01,Standard,6352.69
2733,Synthetic Customer 02733,customer02733@example.invalid,Canada,2021-12-17,Standard,289.01
2734,Synthetic Customer 02734,customer02734@example.invalid,UK,2024-07-24,Basic,6817.74
2735,Synthetic Customer 02735,customer02735@example.invalid,India,2025-04-25,Premium,14245.01
2736,Synthetic Customer 02736,customer02736@example.invalid,USA,2021-04-15,Premium,16152.93
2737,Synthetic Customer 02737,customer02737@example.invalid,UK,2021-05-22,Premium,4326.38
2738,Synthetic Customer 02738,customer02738@example.invalid,UK,2025-09-15,Basic,4551.61
2739,Synthetic Customer 02739,customer02739@example.invalid,Germany,2023-10-05,Premium,16161.11
2740,Synthetic Customer 02740,customer02740@example.invalid,Germany,2023-02-03,Standard,4323.51
2741,Synthetic Customer 02741,customer02741@example.invalid,Germany,2025-08-15,Basic,458.82
2742,Synthetic Customer 02742,customer02742@example.invalid,UK,2020-04-27,Basic,5595.25
2743,Synthetic Customer 02743,customer02743@example.invalid,UK,2022-05-24,Basic,5168.22
2744,Synthetic Customer 02744,customer02744@example.invalid,India,2023-03-19,Standard,5144.92
2745,Synthetic Customer 02745,customer02745@example.invalid,USA,2024-02-25,Standard,19980.84
2746,Synthetic Customer 02746,customer02746@example.invalid,Canada,2023-01-29,Basic,13292.56
2747,Synthetic Customer 02747,customer02747@example.invalid,UK,2020-12-24,Premium,6729.15
2748,Synthetic Customer 02748,customer02748@example.invalid,Canada,2020-03-15,Basic,2384.20
2749,Synthetic Customer 02749,customer02749@example.invalid,UK,2020-12-23,Basic,16339.35
